
-- SectionsTop --

[HANG] frame=209649 sinceHeartbeatUs=3681482
-- ThreadStates --
tid=22972 lastUpdateUs=5207415676 state=ThreadPool.Worker.AtomicWait
tid=19728 lastUpdateUs=5207415600 state=ThreadPool.Worker.AtomicWait
tid=7528 lastUpdateUs=5207417883 state=Idle
tid=19396 lastUpdateUs=5207415642 state=ThreadPool.Worker.AtomicWait
tid=21292 lastUpdateUs=5207415653 state=ThreadPool.Worker.AtomicWait
tid=24512 lastUpdateUs=5207415720 state=ThreadPool.Worker.AtomicWait
tid=26380 lastUpdateUs=5207415572 state=ThreadPool.Worker.AtomicWait
tid=19500 lastUpdateUs=5207415723 state=ThreadPool.Worker.AtomicWait
tid=15404 lastUpdateUs=5207415754 state=ThreadPool.Worker.AtomicWait
tid=14408 lastUpdateUs=5207415649 state=ThreadPool.Worker.AtomicWait
tid=10880 lastUpdateUs=5207415569 state=ThreadPool.Worker.AtomicWait
tid=23992 lastUpdateUs=5207415764 state=ThreadPool.Worker.AtomicWait
tid=6612 lastUpdateUs=5207415662 state=ThreadPool.Worker.AtomicWait
tid=24128 lastUpdateUs=5207415596 state=ThreadPool.Worker.AtomicWait
tid=25292 lastUpdateUs=5207415711 state=ThreadPool.Worker.AtomicWait
tid=25984 lastUpdateUs=5207415584 state=ThreadPool.Worker.AtomicWait
-- SectionsTop --

[HANG] frame=209649 sinceHeartbeatUs=4685175
-- ThreadStates --
tid=22972 lastUpdateUs=5207415676 state=ThreadPool.Worker.AtomicWait
tid=19728 lastUpdateUs=5207415600 state=ThreadPool.Worker.AtomicWait
tid=7528 lastUpdateUs=5207417883 state=Idle
tid=19396 lastUpdateUs=5207415642 state=ThreadPool.Worker.AtomicWait
tid=21292 lastUpdateUs=5207415653 state=ThreadPool.Worker.AtomicWait
tid=24512 lastUpdateUs=5207415720 state=ThreadPool.Worker.AtomicWait
tid=26380 lastUpdateUs=5207415572 state=ThreadPool.Worker.AtomicWait
tid=19500 lastUpdateUs=5207415723 state=ThreadPool.Worker.AtomicWait
tid=15404 lastUpdateUs=5207415754 state=ThreadPool.Worker.AtomicWait
tid=14408 lastUpdateUs=5207415649 state=ThreadPool.Worker.AtomicWait
tid=10880 lastUpdateUs=5207415569 state=ThreadPool.Worker.AtomicWait
tid=23992 lastUpdateUs=5207415764 state=ThreadPool.Worker.AtomicWait
tid=6612 lastUpdateUs=5207415662 state=ThreadPool.Worker.AtomicWait
tid=24128 lastUpdateUs=5207415596 state=ThreadPool.Worker.AtomicWait
tid=25292 lastUpdateUs=5207415711 state=ThreadPool.Worker.AtomicWait
tid=25984 lastUpdateUs=5207415584 state=ThreadPool.Worker.AtomicWait
-- SectionsTop --

[HANG] frame=209649 sinceHeartbeatUs=5689688
-- ThreadStates --
tid=22972 lastUpdateUs=5207415676 state=ThreadPool.Worker.AtomicWait
tid=19728 lastUpdateUs=5207415600 state=ThreadPool.Worker.AtomicWait
tid=7528 lastUpdateUs=5207417883 state=Idle
tid=19396 lastUpdateUs=5207415642 state=ThreadPool.Worker.AtomicWait
tid=21292 lastUpdateUs=5207415653 state=ThreadPool.Worker.AtomicWait
tid=24512 lastUpdateUs=5207415720 state=ThreadPool.Worker.AtomicWait
